Time,"Temp:PackageId0,0","Temp:Core0,0","Temp:Core1,0","Temp:Core2,0","Temp:Core3,0","Temp:Core4,0","Temp:Core5,0","Temp:Core6,0","Temp:Core7,0",Frequency:Avg,Frequency:Core 0,Frequency:Core 1,Frequency:Core 2,Frequency:Core 3,Frequency:Core 4,Frequency:Core 5,Frequency:Core 6,Frequency:Core 7,Frequency:Core 8,Frequency:Core 9,Frequency:Core 10,Frequency:Core 11,Frequency:Core 12,Frequency:Core 13,Frequency:Core 14,Frequency:Core 15,Util:Avg,Util:Core 0,Util:Core 1,Util:Core 2,Util:Core 3,Util:Core 4,Util:Core 5,Util:Core 6,Util:Core 7,Util:Core 8,Util:Core 9,Util:Core 10,Util:Core 11,Util:Core 12,Util:Core 13,Util:Core 14,Util:Core 15,"Power:package-0,0","Power:core,0","Power:uncore,0","Power:dram,0"
2025-04-17_11:04:54,50.0,46.0,46.0,50.0,46.0,45.0,45.0,45.0,45.0,3412.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,2325.9,3400.0,3600.0,3400.0,3400.0,3400.0,3400.0,3400.0,6.3,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.7,0.0,7.7,0.0,0.0,0.0,17.5,11.4,0,0.7
2025-04-17_11:04:54,50.0,46.0,46.0,50.0,46.0,45.0,45.0,45.0,45.0,3422.6,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3762.1,3400.0,3400.0,3400.0,3400.0,3400.0,2.8,0.0,4.3,4.2,0.0,4.5,0.0,0.0,0.0,0.0,0.0,31.8,0.0,4.5,4.3,0.0,0.0,12.4,6.3,0,0.7
2025-04-17_11:04:54,50.0,46.0,46.0,50.0,46.0,45.0,45.0,45.0,45.0,3314.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,996.4,1216.9,3400.0,3400.0,3400.0,3400.0,3.5,8.0,0.0,4.2,0.0,0.0,0.0,4.2,0.0,0.0,0.0,34.8,0.0,4.2,4.2,0.0,0.0,8.8,2.7,0,0.7
2025-04-17_11:04:55,50.0,46.0,46.0,50.0,46.0,45.0,45.0,45.0,45.0,3354.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,2672.2,3400.0,3400.0,3400.0,3400.0,3400.0,4.9,4.3,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,31.8,8.3,25.0,4.3,4.5,0.0,11.1,5.1,0,0.8
2025-04-17_11:04:55,50.0,46.0,46.0,50.0,46.0,45.0,45.0,45.0,45.0,3291.1,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,2756.9,3400.0,3400.0,3400.0,3400.0,4.6,0.0,0.0,0.0,0.0,4.5,0.0,4.3,4.5,0.0,0.0,14.3,9.5,9.5,9.1,4.5,0.0,9.3,3.2,0,0.8
2025-04-17_11:04:55,45.0,45.0,45.0,44.0,46.0,44.0,45.0,45.0,45.0,3206.1,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,2014.7,3400.0,3400.0,3400.0,3400.0,4.6,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,8.7,33.3,4.8,9.5,4.5,0.0,9.0,2.9,0,0.7
2025-04-17_11:04:55,45.0,45.0,45.0,44.0,46.0,44.0,45.0,45.0,45.0,3361.9,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,2790.9,3400.0,3400.0,3400.0,3400.0,4.9,4.8,4.5,0.0,4.8,9.5,4.5,0.0,9.1,0.0,0.0,4.5,26.1,9.1,0.0,4.8,0.0,9.5,3.5,0,0.8
2025-04-17_11:04:55,45.0,45.0,45.0,44.0,46.0,44.0,45.0,45.0,45.0,2892.4,3400.0,1457.4,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1253.5,5.6,8.3,4.0,0.0,0.0,12.0,3.8,4.2,4.2,3.8,0.0,0.0,4.0,8.0,7.7,8.0,22.2,9.5,3.4,0,0.8
2025-04-17_11:04:56,45.0,45.0,45.0,44.0,46.0,44.0,45.0,45.0,45.0,3389.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3223.3,5.5,4.8,4.8,0.0,4.5,9.1,0.0,0.0,4.5,0.0,4.3,9.1,0.0,4.8,4.5,4.8,20.0,8.3,4.0,0,0.9
2025-04-17_11:04:56,45.0,45.0,45.0,44.0,46.0,44.0,45.0,45.0,45.0,3361.2,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,2778.4,5.7,12.5,0.0,4.2,4.3,4.3,0.0,4.3,26.1,0.0,0.0,4.3,0.0,4.3,4.3,4.3,30.4,6.6,3.4,0,0.8
