Time,"Temp:PackageId0,0","Temp:Core0,0","Temp:Core1,0","Temp:Core2,0","Temp:Core3,0","Temp:Core4,0","Temp:Core5,0","Temp:Core6,0","Temp:Core7,0",Frequency:Avg,Frequency:Core 0,Frequency:Core 1,Frequency:Core 2,Frequency:Core 3,Frequency:Core 4,Frequency:Core 5,Frequency:Core 6,Frequency:Core 7,Frequency:Core 8,Frequency:Core 9,Frequency:Core 10,Frequency:Core 11,Frequency:Core 12,Frequency:Core 13,Frequency:Core 14,Frequency:Core 15,Util:Avg,Util:Core 0,Util:Core 1,Util:Core 2,Util:Core 3,Util:Core 4,Util:Core 5,Util:Core 6,Util:Core 7,Util:Core 8,Util:Core 9,Util:Core 10,Util:Core 11,Util:Core 12,Util:Core 13,Util:Core 14,Util:Core 15,"Power:package-0,0","Power:core,0","Power:uncore,0","Power:dram,0"
2025-04-17_11:10:40,51.0,45.0,46.0,44.0,51.0,44.0,45.0,45.0,45.0,3335.2,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,2364.0,3400.0,3400.0,3400.0,3400.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.3,0.0,0.0,0.0,0.0,13.9,7.8,0,0.7
2025-04-17_11:10:40,51.0,45.0,46.0,44.0,51.0,44.0,45.0,45.0,45.0,3249.8,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,997.3,3400.0,3400.0,3400.0,3400.0,3.2,8.7,0.0,0.0,4.2,0.0,0.0,0.0,0.0,4.3,0.0,4.3,22.7,0.0,0.0,4.0,0.0,10.7,4.7,0,0.7
2025-04-17_11:10:40,51.0,45.0,46.0,44.0,51.0,44.0,45.0,45.0,45.0,3122.2,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1354.6,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,4.0,4.3,4.3,4.2,4.3,0.0,0.0,0.0,0.0,4.2,8.0,4.2,33.3,0.0,0.0,0.0,0.0,8.8,2.8,0,0.7
2025-04-17_11:10:40,51.0,45.0,46.0,44.0,51.0,44.0,45.0,45.0,45.0,3106.7,1753.8,3400.0,3400.0,3400.0,3400.0,3400.0,2810.4,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,2252.0,6.3,4.8,0.0,0.0,4.8,8.3,4.5,27.3,4.3,4.8,22.7,0.0,0.0,0.0,0.0,4.5,0.0,10.4,4.3,0,0.8
2025-04-17_11:10:41,51.0,45.0,46.0,44.0,51.0,44.0,45.0,45.0,45.0,3308.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1928.3,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,6.5,13.0,14.3,0.0,4.3,0.0,4.5,31.8,4.5,9.1,9.1,4.5,4.3,0.0,0.0,0.0,4.5,9.2,3.1,0,0.9
2025-04-17_11:10:41,45.0,44.0,44.0,44.0,44.0,44.0,45.0,44.0,44.0,3305.4,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,998.9,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,4.2,8.3,0.0,0.0,4.2,0.0,4.2,36.0,0.0,4.3,4.2,0.0,0.0,0.0,0.0,4.2,4.2,8.3,2.2,0,0.7
2025-04-17_11:10:41,45.0,44.0,44.0,44.0,44.0,44.0,45.0,44.0,44.0,3188.1,3400.0,3400.0,3400.0,1232.6,3400.0,3400.0,1932.7,3400.0,1284.3,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,5.9,9.5,4.3,0.0,4.5,0.0,8.7,36.4,4.5,4.5,0.0,8.7,0.0,4.3,0.0,0.0,8.7,8.7,2.9,0,0.8
2025-04-17_11:10:41,45.0,44.0,44.0,44.0,44.0,44.0,45.0,44.0,44.0,3249.7,3400.0,3400.0,3400.0,1202.9,3400.0,3400.0,999.5,3400.0,3400.0,3400.0,1425.7,1208.7,3400.0,3400.0,3400.0,3400.0,5.8,12.0,0.0,0.0,0.0,4.0,4.2,29.2,7.7,12.0,0.0,11.5,0.0,0.0,3.8,0.0,8.0,5.5,2.3,0,0.8
2025-04-17_11:10:42,45.0,44.0,44.0,44.0,44.0,44.0,45.0,44.0,44.0,3304.5,3400.0,3400.0,3400.0,3400.0,3400.0,1200.1,1872.7,3400.0,1178.9,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,6.4,9.5,0.0,0.0,4.3,0.0,4.5,36.0,4.5,9.1,4.3,4.5,4.5,4.3,0.0,0.0,4.5,5.6,2.4,0,0.8
2025-04-17_11:10:42,45.0,44.0,44.0,44.0,44.0,44.0,45.0,44.0,44.0,3309.8,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,997.6,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,5.3,16.7,4.0,0.0,8.3,0.0,4.2,28.6,4.2,19.2,0.0,0.0,4.2,0.0,4.2,0.0,4.3,5.4,2.3,0,0.8
