Time,"Temp:PackageId0,0","Temp:Core0,0","Temp:Core1,0","Temp:Core2,0","Temp:Core3,0","Temp:Core4,0","Temp:Core5,0","Temp:Core6,0","Temp:Core7,0",Frequency:Avg,Frequency:Core 0,Frequency:Core 1,Frequency:Core 2,Frequency:Core 3,Frequency:Core 4,Frequency:Core 5,Frequency:Core 6,Frequency:Core 7,Frequency:Core 8,Frequency:Core 9,Frequency:Core 10,Frequency:Core 11,Frequency:Core 12,Frequency:Core 13,Frequency:Core 14,Frequency:Core 15,Util:Avg,Util:Core 0,Util:Core 1,Util:Core 2,Util:Core 3,Util:Core 4,Util:Core 5,Util:Core 6,Util:Core 7,Util:Core 8,Util:Core 9,Util:Core 10,Util:Core 11,Util:Core 12,Util:Core 13,Util:Core 14,Util:Core 15,"Power:package-0,0","Power:core,0","Power:uncore,0","Power:dram,0"
2025-04-17_10:27:47,50.0,46.0,45.0,50.0,45.0,45.0,45.0,45.0,45.0,3347.4,3400.0,3400.0,2558.2,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,7.3,7.1,0.0,84.6,7.1,0.0,7.7,0.0,0.0,0.0,0.0,6.7,0.0,0.0,0.0,7.1,0.0,15.3,9.5,0,0.7
2025-04-17_10:27:47,50.0,46.0,45.0,50.0,45.0,45.0,45.0,45.0,45.0,2895.4,3400.0,3400.0,997.1,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1262.9,3400.0,3400.0,3400.0,4.6,4.2,0.0,28.0,0.0,8.0,15.4,0.0,8.3,0.0,4.2,0.0,4.0,4.0,4.0,4.0,0.0,11.0,4.9,0,0.7
2025-04-17_10:27:47,50.0,46.0,45.0,50.0,45.0,45.0,45.0,45.0,45.0,3197.1,3400.0,3400.0,2062.9,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,5.6,8.7,4.3,36.4,4.3,0.0,13.0,4.3,0.0,9.1,0.0,4.3,0.0,0.0,0.0,4.3,0.0,9.0,3.0,0,0.8
2025-04-17_10:27:47,50.0,46.0,45.0,50.0,45.0,45.0,45.0,45.0,45.0,3263.0,3400.0,3400.0,1072.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1472.0,3400.0,9.4,4.2,0.0,37.5,4.2,12.0,16.0,17.4,16.7,11.5,11.5,4.0,7.7,0.0,0.0,0.0,0.0,12.1,6.1,0,0.8
2025-04-17_10:27:48,50.0,46.0,45.0,50.0,45.0,45.0,45.0,45.0,45.0,3330.0,3400.0,3400.0,2279.7,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,7.8,0.0,0.0,30.4,0.0,18.2,13.0,13.0,13.6,4.5,0.0,0.0,4.5,4.5,0.0,4.5,8.3,9.2,3.9,0,0.8
2025-04-17_10:27:48,46.0,45.0,45.0,44.0,45.0,43.0,44.0,44.0,44.0,3179.9,3400.0,3400.0,996.8,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,5.3,0.0,0.0,33.3,4.2,4.2,0.0,8.3,0.0,8.3,0.0,4.2,4.2,12.0,0.0,8.0,0.0,6.0,2.9,0,0.8
2025-04-17_10:27:48,46.0,45.0,45.0,44.0,45.0,43.0,44.0,44.0,44.0,3171.6,3400.0,3400.0,1959.7,3400.0,3400.0,3400.0,3400.0,1371.8,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,5.0,0.0,4.3,28.6,0.0,0.0,0.0,13.6,8.7,9.1,0.0,0.0,0.0,8.7,0.0,0.0,0.0,6.2,3.0,0,0.7
2025-04-17_10:27:48,46.0,45.0,45.0,44.0,45.0,43.0,44.0,44.0,44.0,3308.2,3400.0,3400.0,1931.3,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,4.5,0.0,0.0,36.4,0.0,4.3,0.0,4.5,0.0,0.0,0.0,4.3,4.3,4.5,0.0,8.7,0.0,6.3,3.2,0,0.7
2025-04-17_10:27:48,46.0,45.0,45.0,44.0,45.0,43.0,44.0,44.0,44.0,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0,32.6,30.4,30.4,54.5,30.4,30.4,30.4,34.8,34.8,43.5,30.4,33.3,27.3,30.4,30.4,30.4,30.4,23.8,20.8,0,0.8
2025-04-17_10:27:49,46.0,45.0,45.0,44.0,45.0,43.0,44.0,44.0,44.0,3550.0,3400.0,3400.0,4600.0,3400.0,3400.0,3400.0,3400.0,3400.0,4600.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,14.0,9.5,5.0,19.0,5.0,5.0,4.8,9.5,5.0,100.0,4.8,9.5,9.5,5.0,4.8,5.0,9.1,32.8,29.6,0,0.8
