Time,"Temp:PackageId0,0","Temp:Core0,0","Temp:Core1,0","Temp:Core2,0","Temp:Core3,0","Temp:Core4,0","Temp:Core5,0","Temp:Core6,0","Temp:Core7,0",Frequency:Avg,Frequency:Core 0,Frequency:Core 1,Frequency:Core 2,Frequency:Core 3,Frequency:Core 4,Frequency:Core 5,Frequency:Core 6,Frequency:Core 7,Frequency:Core 8,Frequency:Core 9,Frequency:Core 10,Frequency:Core 11,Frequency:Core 12,Frequency:Core 13,Frequency:Core 14,Frequency:Core 15,Util:Avg,Util:Core 0,Util:Core 1,Util:Core 2,Util:Core 3,Util:Core 4,Util:Core 5,Util:Core 6,Util:Core 7,Util:Core 8,Util:Core 9,Util:Core 10,Util:Core 11,Util:Core 12,Util:Core 13,Util:Core 14,Util:Core 15,"Power:package-0,0","Power:core,0","Power:uncore,0","Power:dram,0"
2025-04-17_10:41:16,52.0,45.0,45.0,44.0,45.0,44.0,45.0,52.0,45.0,3364.6,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,2833.6,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,92.9,0.0,0.0,0.0,0.0,0.0,0.0,7.7,7.1,0.0,15.5,9.6,0,0.7
2025-04-17_10:41:17,52.0,45.0,45.0,44.0,45.0,44.0,45.0,52.0,45.0,3171.9,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3869.1,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1828.7,3400.0,3400.0,5.1,0.0,4.5,4.3,0.0,8.3,4.5,27.3,0.0,0.0,0.0,4.5,0.0,4.3,9.1,8.7,0.0,11.6,5.4,0,0.7
2025-04-17_10:41:17,52.0,45.0,45.0,44.0,45.0,44.0,45.0,52.0,45.0,3324.3,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,2188.7,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,4.5,4.3,0.0,0.0,4.2,4.5,0.0,31.8,4.5,0.0,0.0,4.3,0.0,4.2,8.7,8.7,4.3,9.3,3.2,0,0.8
2025-04-17_10:41:17,52.0,45.0,45.0,44.0,45.0,44.0,45.0,52.0,45.0,2983.3,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,998.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,6.6,4.2,4.2,0.0,13.0,4.2,4.3,34.8,4.2,4.2,0.0,4.2,4.0,0.0,8.7,12.0,4.2,9.7,3.6,0,0.8
2025-04-17_10:41:17,52.0,45.0,45.0,44.0,45.0,44.0,45.0,52.0,45.0,3316.2,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,2059.4,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,5.8,4.3,4.5,4.5,4.5,4.5,4.5,31.8,4.5,4.3,4.3,0.0,0.0,0.0,13.0,0.0,0.0,9.1,3.0,0,0.8
2025-04-17_10:41:18,45.0,44.0,44.0,43.0,44.0,43.0,44.0,45.0,44.0,3181.4,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1890.1,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,5.0,4.3,8.7,0.0,0.0,0.0,4.3,34.8,0.0,4.5,0.0,4.3,4.3,0.0,13.0,4.5,0.0,8.8,2.8,0,0.7
2025-04-17_10:41:18,45.0,44.0,44.0,43.0,44.0,43.0,44.0,45.0,44.0,3059.3,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1978.0,3400.0,3400.0,1212.4,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,5.6,0.0,0.0,4.5,0.0,0.0,0.0,34.8,8.7,4.5,4.3,0.0,4.3,0.0,13.0,9.1,0.0,8.4,2.4,0,0.7
2025-04-17_10:41:18,45.0,44.0,44.0,43.0,44.0,43.0,44.0,45.0,44.0,3276.7,995.8,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,4.6,0.0,0.0,12.0,0.0,0.0,0.0,16.0,4.2,11.5,4.0,11.1,0.0,4.0,12.0,8.0,0.0,8.4,2.3,0,0.7
2025-04-17_10:41:18,45.0,44.0,44.0,43.0,44.0,43.0,44.0,45.0,44.0,3098.4,982.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,5.0,36.0,0.0,0.0,4.0,0.0,4.2,0.0,4.3,0.0,4.3,0.0,8.3,0.0,12.5,4.3,4.2,8.8,2.7,0,0.7
2025-04-17_10:41:18,45.0,44.0,44.0,43.0,44.0,43.0,44.0,45.0,44.0,3308.6,1938.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,7.6,33.3,4.5,0.0,0.0,0.0,0.0,0.0,9.1,0.0,4.8,9.1,14.3,0.0,28.6,9.1,0.0,12.6,6.5,0,0.8
